,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
1116,Chris Morris,4.0,19,3,0,12,8.0,CSK,Chidambaram,10 May 2015
1117,Moises Henriques,4.0,20,2,0,12,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015
1118,Pravin Tambe,4.0,21,2,0,12,12.0,SRH,ACA-VDCA Stadium,16 April 2015
1119,Shakib Al Hasan,4.0,22,2,0,12,12.0,MI,Wankhede Stadium,14 May 2015
1120,Ashish Nehra,3.0,17,1,0,12,18.0,PBKS,IS Bindra Stadium,16 May 2015
1121,Anureet Singh,4.0,23,3,0,12,8.0,RR,Maharashtra Cricket Association's International Stadium,10 April 2015
1122,Domnic Joseph,3.0,18,2,0,12,9.0,KKR,Arun Jaitley Stadium,20 April 2015
1123,Mitchell Starc,4.0,24,1,0,12,24.0,CSK,M. Chinnaswamy Stadium,22 April 2015
1124,Ashish Nehra,4.0,25,3,0,12,8.0,DC,Chidambaram,09 April 2015
1125,Nathan Coulter-Nile,4.0,25,2,0,12,12.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
1126,Pat Cummins,4.0,25,0,0,12,0.0,CSK,Chidambaram,28 April 2015
1127,Dhawal Kulkarni,4.0,28,2,0,12,12.0,RCB,Maharashtra Cricket Association's International Stadium,20 May 2015
1128,Umesh Yadav,4.0,29,0,0,12,0.0,DC,Eden Gardens,07 May 2015
1129,Ishwar Pandey,3.0,22,1,1,12,18.0,MI,Wankhede Stadium,17 April 2015
1130,Nathan Coulter-Nile,4.0,30,2,1,12,12.0,MI,Wankhede Stadium,05 May 2015
1131,Sandeep Sharma,4.0,30,1,0,12,24.0,DC,Maharashtra Cricket Association's International Stadium,15 April 2015
1132,Bhuvneshwar Kumar,4.0,31,0,0,12,0.0,CSK,Chidambaram,11 April 2015
1133,Stuart Binny,4.0,32,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,29 April 2015
1134,Anureet Singh,4.0,33,2,0,12,12.0,DC,Maharashtra Cricket Association's International Stadium,15 April 2015
1135,Chris Morris,4.0,34,1,0,12,24.0,MI,Narendra Modi Stadium,14 April 2015
1136,Lasith Malinga,4.0,35,1,1,12,24.0,RCB,M. Chinnaswamy Stadium,19 April 2015
1137,Mitchell McClenaghan,4.0,43,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,19 April 2015
1138,Varun Aaron,4.0,50,0,0,12,0.0,MI,M. Chinnaswamy Stadium,19 April 2015
1139,Ravindra Jadeja,4.0,11,4,0,11,6.0,RR,Chidambaram,10 May 2015
1140,Karn Sharma,3.0,12,2,0,11,9.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
1141,Sunil Narine,4.0,17,1,0,11,24.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
1142,Vinay Kumar,3.0,13,1,0,11,18.0,RR,Narendra Modi Stadium,14 April 2015
1143,Umesh Yadav,4.0,18,2,0,11,12.0,DC,Arun Jaitley Stadium,20 April 2015
1144,Sandeep Sharma,4.0,19,1,1,11,24.0,RR,Maharashtra Cricket Association's International Stadium,10 April 2015
1145,Bhuvneshwar Kumar,4.0,20,1,0,11,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
1146,Bhuvneshwar Kumar,4.0,23,2,0,11,12.0,PBKS,IS Bindra Stadium,27 April 2015
1147,Lasith Malinga,4.0,23,1,0,11,24.0,DC,Arun Jaitley Stadium,23 April 2015
1148,Mohit Sharma,4.0,25,3,0,11,8.0,RR,Chidambaram,10 May 2015
1149,Dwayne Bravo,4.0,25,3,0,11,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015
1150,James Faulkner,4.0,26,3,0,11,8.0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
1151,Andre Russell,4.0,26,2,0,11,12.0,CSK,Chidambaram,28 April 2015
1152,James Faulkner,4.0,26,1,0,11,24.0,CSK,Narendra Modi Stadium,19 April 2015
1153,Morne Morkel,4.0,27,2,0,11,12.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
1154,Lasith Malinga,4.0,27,1,1,11,24.0,RCB,Wankhede Stadium,10 May 2015
1155,Morne Morkel,4.0,27,1,0,11,24.0,MI,Wankhede Stadium,14 May 2015
1156,Lasith Malinga,4.0,27,0,0,11,0.0,KKR,Eden Gardens,08 April 2015
1157,Yuzvendra Chahal,4.0,28,2,0,11,12.0,MI,M. Chinnaswamy Stadium,19 April 2015
1158,Harshal Patel,4.0,28,1,0,11,24.0,CSK,M. Chinnaswamy Stadium,22 April 2015
1159,Nathan Coulter-Nile,4.0,30,3,0,11,8.0,CSK,Chidambaram,09 April 2015
1160,Bhuvneshwar Kumar,3.5,30,2,0,11,11.5,RCB,M. Chinnaswamy Stadium,13 April 2015
1161,Pravin Tambe,4.0,32,1,0,11,24.0,SRH,Brabourne Stadium,07 May 2015
1162,Sandeep Sharma,4.0,32,0,0,11,0.0,CSK,Chidambaram,25 April 2015
1163,Umesh Yadav,4.0,33,3,0,11,8.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
1164,Lasith Malinga,4.0,33,2,0,11,12.0,DC,Wankhede Stadium,05 May 2015
1165,Trent Boult,4.0,34,1,0,11,24.0,CSK,Chidambaram,11 April 2015
1166,Praveen Kumar,4.0,34,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,13 April 2015
1167,Pawan Negi,4.0,34,0,0,11,0.0,MI,Chidambaram,08 May 2015
1168,Morne Morkel,4.0,35,1,0,11,24.0,RCB,Eden Gardens,11 April 2015
1169,Dhawal Kulkarni,4.0,36,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,29 April 2015
1170,Nathan Coulter-Nile,4.0,36,1,0,11,24.0,MI,Arun Jaitley Stadium,23 April 2015
1171,Umesh Yadav,4.0,36,0,0,11,0.0,CSK,Chidambaram,28 April 2015
1172,Harbhajan Singh,4.0,36,0,0,11,0.0,SRH,Wankhede Stadium,25 April 2015
1173,Ashish Nehra,4.0,36,0,0,11,0.0,KKR,Eden Gardens,30 April 2015
1174,Shane Watson,4.0,38,2,0,11,12.0,KKR,Brabourne Stadium,16 May 2015
1175,Yuzvendra Chahal,4.0,40,3,0,11,8.0,CSK,M. Chinnaswamy Stadium,22 April 2015
1176,Abu Nechim,4.0,41,0,0,11,0.0,SRH,M. Chinnaswamy Stadium,13 April 2015
1177,Mitchell Johnson,4.0,43,0,0,11,0.0,RCB,M. Chinnaswamy Stadium,06 May 2015
1178,Tim Southee,4.0,46,1,0,11,24.0,MI,Narendra Modi Stadium,14 April 2015
1179,Ravindra Jadeja,3.0,11,0,0,10,0.0,KKR,Chidambaram,28 April 2015
1180,JP Duminy,4.0,15,1,0,10,24.0,PBKS,Arun Jaitley Stadium,01 May 2015
1181,Moises Henriques,4.0,16,3,0,10,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
1182,Brad Hogg,4.0,17,2,0,10,12.0,SRH,Eden Gardens,04 May 2015
1183,Jayant Yadav,4.0,19,1,0,10,24.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
1184,Dhawal Kulkarni,3.0,15,1,0,10,18.0,MI,Narendra Modi Stadium,14 April 2015
1185,Amit Mishra,4.0,21,1,0,10,24.0,CSK,Chidambaram,09 April 2015
1186,Jagadeesha Suchith,4.0,21,1,0,10,24.0,CSK,Chidambaram,08 May 2015
1187,Bhuvneshwar Kumar,3.0,16,0,0,10,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015
1188,James Faulkner,4.0,22,2,0,10,12.0,DC,Brabourne Stadium,03 May 2015
1189,Chris Morris,4.0,23,4,0,10,6.0,KKR,Brabourne Stadium,16 May 2015
1190,Vinay Kumar,3.3,21,0,0,10,0.0,KKR,Eden Gardens,08 April 2015
1191,Pawan Negi,4.0,25,2,0,10,12.0,PBKS,IS Bindra Stadium,16 May 2015
1192,Lasith Malinga,4.0,25,2,0,10,12.0,CSK,Eden Gardens,24 May 2015
1193,Sandeep Sharma,4.0,25,1,0,10,24.0,RR,Narendra Modi Stadium,21 April 2015
1194,Nathan Coulter-Nile,4.0,26,1,0,10,24.0,SRH,ACA-VDCA Stadium,18 April 2015
1195,Dale Steyn,4.0,27,1,0,10,24.0,DC,ACA-VDCA Stadium,18 April 2015
1196,Harshal Patel,3.5,26,1,0,10,23.0,CSK,JSCA Stadium,22 May 2015
1197,Iqbal Abdulla,4.0,28,1,0,10,24.0,RR,Narendra Modi Stadium,24 April 2015
1198,Dhawal Kulkarni,3.0,21,1,0,10,18.0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
1199,Sunil Narine,4.0,28,0,0,10,0.0,MI,Eden Gardens,08 April 2015
1200,Dwayne Smith,4.0,8,4,0,18,6.0,KKR,Green Park,19 May 2016
1201,Mustafizur Rahman,4.0,9,2,1,17,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
1202,Rajat Bhatia,4.0,10,1,1,17,24.0,MI,Wankhede Stadium,09 April 2016
1203,Zaheer Khan,4.0,14,1,1,17,24.0,PBKS,Arun Jaitley Stadium,15 April 2016
1204,Sandeep Sharma,4.0,11,2,0,16,12.0,MI,ACA-VDCA Stadium,13 May 2016
1205,Dhawal Kulkarni,4.0,17,2,1,16,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
1206,Brad Hogg,4.0,19,3,1,16,8.0,DC,Eden Gardens,10 April 2016
1207,Dhawal Kulkarni,4.0,19,2,1,16,12.0,MI,Wankhede Stadium,16 April 2016
1208,Piyush Chawla,4.0,21,2,0,16,12.0,DC,Eden Gardens,10 April 2016
1209,Mitchell Marsh,4.0,14,2,0,15,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
1210,Ashok Dinda,4.0,23,3,1,15,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
1211,Praveen Kumar,4.0,24,2,0,15,12.0,MI,Green Park,21 May 2016
1212,Mohit Sharma,4.0,26,2,0,15,12.0,MI,ACA-VDCA Stadium,13 May 2016
1213,Ravichandran Ashwin,4.0,16,1,0,14,24.0,SRH,ACA-VDCA Stadium,10 May 2016
1214,Mustafizur Rahman,4.0,17,2,0,14,12.0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
1215,Bhuvneshwar Kumar,4.0,17,1,0,14,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
1216,Dhawal Kulkarni,4.0,19,3,1,14,8.0,DC,Arun Jaitley Stadium,27 April 2016
1217,Praveen Kumar,4.0,19,2,1,14,12.0,KKR,Eden Gardens,08 May 2016
1218,Ashok Dinda,4.0,20,3,1,14,8.0,DC,ACA-VDCA Stadium,17 May 2016
1219,Mitchell McClenaghan,4.0,26,0,0,14,0.0,DC,ACA-VDCA Stadium,15 May 2016
1220,Ishant Sharma,4.0,36,2,0,14,12.0,MI,Wankhede Stadium,09 April 2016
1221,John Hastings,2.4,6,2,1,13,8.0,DC,Eden Gardens,10 April 2016
1222,Sunil Narine,3.4,10,0,0,13,0.0,RPS,Eden Gardens,14 May 2016
1223,Dhawal Kulkarni,4.0,14,4,1,13,6.0,RCB,M. Chinnaswamy Stadium,24 May 2016
1224,Amit Mishra,3.0,11,4,0,13,4.5,PBKS,Arun Jaitley Stadium,15 April 2016
1225,Murugan Ashwin,4.0,16,1,0,13,24.0,MI,Wankhede Stadium,09 April 2016
1226,Ravindra Jadeja,4.0,18,2,0,13,12.0,RPS,Saurashtra Cricket Association Stadium,14 April 2016
1227,Yuzvendra Chahal,4.0,19,3,0,13,8.0,GL,M. Chinnaswamy Stadium,14 May 2016
1228,Andre Russell,4.0,20,4,0,13,6.0,PBKS,Eden Gardens,04 May 2016
1229,Sandeep Sharma,4.0,20,1,0,13,24.0,MI,IS Bindra Stadium,25 April 2016
1230,Barinder Sran,3.3,18,2,0,13,10.5,MI,ACA-VDCA Stadium,08 May 2016
1231,Mitchell Marsh,4.0,21,2,0,13,12.0,MI,Wankhede Stadium,09 April 2016
1232,Piyush Chawla,4.0,21,2,0,13,12.0,RPS,Eden Gardens,14 May 2016
1233,Chris Morris,4.0,21,0,0,13,0.0,KKR,Eden Gardens,10 April 2016
1234,Tim Southee,4.0,22,1,0,13,24.0,PBKS,ACA-VDCA Stadium,13 May 2016
1235,Ashish Nehra,4.0,23,0,1,13,0.0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
1236,Ravichandran Ashwin,4.0,26,0,0,13,0.0,GL,Saurashtra Cricket Association Stadium,14 April 2016
1237,Shane Watson,4.0,29,4,0,13,6.0,GL,M. Chinnaswamy Stadium,24 May 2016
1238,Harbhajan Singh,4.0,29,2,0,13,12.0,SRH,ACA-VDCA Stadium,08 May 2016
1239,Nathan Coulter-Nile,4.0,32,0,0,13,0.0,KKR,Eden Gardens,10 April 2016
1240,Jasprit Bumrah,4.0,13,3,0,12,8.0,DC,ACA-VDCA Stadium,15 May 2016
1241,Praveen Kumar,4.0,13,0,0,12,0.0,DC,Arun Jaitley Stadium,27 April 2016
1242,Shadab Jakati,3.0,13,1,0,12,18.0,MI,Wankhede Stadium,16 April 2016
1243,Chris Morris,4.0,19,1,0,12,24.0,PBKS,Arun Jaitley Stadium,15 April 2016
1244,Ashish Nehra,3.0,15,3,0,12,6.0,MI,ACA-VDCA Stadium,08 May 2016
1245,Bhuvneshwar Kumar,4.0,20,1,1,12,24.0,RPS,ACA-VDCA Stadium,10 May 2016
1246,Axar Patel,4.0,21,4,0,12,6.0,GL,Saurashtra Cricket Association Stadium,01 May 2016
1247,Mohit Sharma,4.0,21,0,0,12,0.0,DC,IS Bindra Stadium,07 May 2016
1248,Jayant Yadav,4.0,23,1,0,12,24.0,PBKS,Arun Jaitley Stadium,15 April 2016
1249,Shane Watson,4.0,24,3,0,12,8.0,RPS,M. Chinnaswamy Stadium,07 May 2016
1250,Ashok Dinda,4.0,26,0,0,12,0.0,SRH,ACA-VDCA Stadium,10 May 2016
1251,Zaheer Khan,4.0,27,1,0,12,24.0,GL,Saurashtra Cricket Association Stadium,03 May 2016
1252,Mitchell McClenaghan,4.0,27,1,0,12,24.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016
1253,Tim Southee,4.0,27,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,11 May 2016
1254,Barinder Sran,4.0,28,3,0,12,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
1255,Ashish Nehra,4.0,29,3,0,12,8.0,RPS,ACA-VDCA Stadium,10 May 2016
1256,Sandeep Sharma,4.0,30,1,0,12,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
1257,Zaheer Khan,4.0,30,1,0,12,24.0,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
1258,Mitchell McClenaghan,4.0,31,2,0,12,12.0,DC,Arun Jaitley Stadium,23 April 2016
1259,Dhawal Kulkarni,4.0,34,1,0,12,24.0,KKR,Green Park,19 May 2016
1260,Ashok Dinda,4.0,34,1,0,12,24.0,DC,Arun Jaitley Stadium,05 May 2016
1261,Yuzvendra Chahal,4.0,43,2,0,12,12.0,SRH,M. Chinnaswamy Stadium,12 April 2016
1262,Ravichandran Ashwin,4.0,14,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
1263,Marcus Stoinis,4.0,15,4,0,11,6.0,MI,ACA-VDCA Stadium,13 May 2016
1264,Krunal Pandya,4.0,15,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,11 May 2016
1265,Kane Richardson,3.0,13,3,0,11,6.0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
1266,Adam Zampa,4.0,19,6,0,11,4.0,SRH,ACA-VDCA Stadium,10 May 2016
1267,Mitchell McClenaghan,4.0,21,4,0,11,6.0,GL,Wankhede Stadium,16 April 2016
1268,Sunil Narine,4.0,22,2,0,11,12.0,MI,Wankhede Stadium,28 April 2016
1269,Shivil Kaushik,4.0,22,2,0,11,12.0,SRH,Arun Jaitley Stadium,27 May 2016
1270,Sandeep Sharma,4.0,23,2,0,11,12.0,RPS,IS Bindra Stadium,17 April 2016
1271,Andre Russell,4.0,24,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,02 May 2016
1272,Mustafizur Rahman,4.0,24,1,0,11,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
1273,Tim Southee,4.0,25,0,0,11,0.0,RCB,Wankhede Stadium,20 April 2016
1274,Andre Russell,4.0,26,3,0,11,8.0,DC,Arun Jaitley Stadium,30 April 2016
1275,Sunil Narine,4.0,26,3,0,11,8.0,SRH,Eden Gardens,22 May 2016
1276,Mustafizur Rahman,4.0,26,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,12 April 2016
1277,Morne Morkel,4.0,27,2,0,11,12.0,PBKS,IS Bindra Stadium,19 April 2016
1278,Piyush Chawla,4.0,27,2,0,11,12.0,PBKS,Eden Gardens,04 May 2016
1279,Morne Morkel,4.0,27,1,0,11,24.0,PBKS,Eden Gardens,04 May 2016
1280,Kuldeep Yadav,4.0,28,2,0,11,12.0,SRH,Eden Gardens,22 May 2016
1281,Bhuvneshwar Kumar,4.0,28,2,1,11,12.0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
1282,Tim Southee,4.0,28,2,0,11,12.0,PBKS,IS Bindra Stadium,25 April 2016
1283,Ashish Nehra,3.0,21,1,0,11,18.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
1284,Andre Russell,3.0,21,1,0,11,18.0,GL,Eden Gardens,08 May 2016
1285,Praveen Kumar,4.0,28,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
1286,Sunil Narine,4.1,30,1,0,11,25.0,GL,Green Park,19 May 2016
1287,Sandeep Sharma,4.0,29,1,0,11,24.0,RPS,ACA-VDCA Stadium,21 May 2016
1288,Piyush Chawla,4.0,30,1,0,11,24.0,GL,Eden Gardens,08 May 2016
1289,Deepak Hooda,4.0,30,0,0,11,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
1290,Morne Morkel,4.0,31,2,0,11,12.0,SRH,Arun Jaitley Stadium,25 May 2016
1291,Sandeep Sharma,4.0,31,1,0,11,24.0,GL,Saurashtra Cricket Association Stadium,01 May 2016
1292,Tim Southee,4.0,31,0,0,11,0.0,GL,Wankhede Stadium,16 April 2016
1293,Barinder Sran,4.0,31,0,0,11,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
1294,Bhuvneshwar Kumar,4.0,33,0,0,11,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
1295,Sunil Narine,4.0,34,1,0,11,24.0,RCB,Eden Gardens,16 May 2016
1296,Morne Morkel,4.0,35,2,0,11,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
1297,Sunil Narine,4.0,35,0,0,11,0.0,SRH,Arun Jaitley Stadium,25 May 2016
1298,KC Cariappa,4.0,36,0,0,11,0.0,MI,ACA-VDCA Stadium,13 May 2016
1299,Trent Boult,4.0,39,1,0,11,24.0,GL,Arun Jaitley Stadium,27 May 2016
1300,Chris Gayle,2.0,3,0,0,10,0.0,GL,M. Chinnaswamy Stadium,14 May 2016
1301,Pradeep Sahu,4.0,18,2,0,10,12.0,KKR,IS Bindra Stadium,19 April 2016
1302,Bhuvneshwar Kumar,4.0,19,3,0,10,8.0,KKR,Arun Jaitley Stadium,25 May 2016
1303,Mustafizur Rahman,4.0,19,1,0,10,24.0,GL,Saurashtra Cricket Association Stadium,21 April 2016
1304,Chris Morris,4.0,19,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
1305,Andre Russell,4.0,19,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
1306,Shivil Kaushik,4.0,20,3,0,10,8.0,PBKS,Saurashtra Cricket Association Stadium,01 May 2016
1307,Shane Watson,4.0,22,2,0,10,12.0,PBKS,IS Bindra Stadium,09 May 2016
1308,Bhuvneshwar Kumar,3.0,17,1,1,10,18.0,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
1309,Sreenath Aravind,4.0,23,1,0,10,24.0,MI,M. Chinnaswamy Stadium,11 May 2016
1310,Zaheer Khan,4.0,23,1,0,10,24.0,MI,ACA-VDCA Stadium,15 May 2016
1311,Moises Henriques,4.0,23,0,0,10,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
1312,Tim Southee,4.0,24,3,0,10,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
1313,Shane Watson,4.0,25,2,0,10,12.0,DC,M. Chinnaswamy Stadium,17 April 2016
1314,Zaheer Khan,3.0,19,0,0,10,0.0,RPS,ACA-VDCA Stadium,17 May 2016
1315,Zaheer Khan,4.0,26,0,0,10,0.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
1316,Sunil Narine,4.0,26,0,0,10,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
1317,Umesh Yadav,4.0,28,3,0,10,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
1318,Bhuvneshwar Kumar,4.0,29,4,0,10,6.0,GL,Saurashtra Cricket Association Stadium,21 April 2016
1319,Dwayne Bravo,4.0,29,1,0,10,24.0,KKR,Green Park,19 May 2016
1320,Ravindra Jadeja,4.0,30,2,0,10,12.0,PBKS,IS Bindra Stadium,11 April 2016
1321,Zaheer Khan,4.0,30,1,0,10,24.0,MI,Arun Jaitley Stadium,23 April 2016
1322,Dhawal Kulkarni,4.0,30,1,0,10,24.0,KKR,Eden Gardens,08 May 2016
1323,RP Singh,3.0,23,1,0,10,18.0,SRH,ACA-VDCA Stadium,10 May 2016
1324,Murugan Ashwin,4.0,32,1,0,10,24.0,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016
1325,Vinay Kumar,4.0,33,1,0,10,24.0,DC,ACA-VDCA Stadium,15 May 2016
1326,Carlos Brathwaite,4.0,33,0,0,10,0.0,PBKS,Arun Jaitley Stadium,15 April 2016
1327,Harshal Patel,4.0,33,0,0,10,0.0,SRH,M. Chinnaswamy Stadium,12 April 2016
1328,Chris Morris,4.0,34,2,0,10,12.0,MI,ACA-VDCA Stadium,15 May 2016
1329,Barinder Sran,4.0,34,2,0,10,12.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
1330,Ishant Sharma,3.0,26,0,0,10,0.0,PBKS,IS Bindra Stadium,17 April 2016
1331,Amit Mishra,4.0,36,1,0,10,24.0,KKR,Arun Jaitley Stadium,30 April 2016
1332,Mitchell McClenaghan,3.0,27,0,0,10,0.0,RPS,Wankhede Stadium,09 April 2016
1333,Mitchell McClenaghan,3.3,33,0,0,10,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
1334,Iqbal Abdulla,4.0,38,2,0,10,12.0,GL,M. Chinnaswamy Stadium,24 May 2016
1335,Jasprit Bumrah,3.0,30,0,0,10,0.0,RPS,Wankhede Stadium,09 April 2016
1336,Dhawal Kulkarni,4.0,41,2,0,10,12.0,MI,Green Park,21 May 2016
1337,Axar Patel,4.0,43,1,0,10,24.0,RPS,ACA-VDCA Stadium,21 May 2016
1338,Praveen Kumar,4.0,45,2,1,10,12.0,RCB,M. Chinnaswamy Stadium,14 May 2016
1339,Kane Richardson,4.0,45,2,0,10,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
1340,Lockie Ferguson,4.0,7,2,1,17,12.0,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
1341,Pawan Negi,4.0,21,1,0,17,24.0,GL,Saurashtra Cricket Association Stadium,18 April 2017
1342,Samuel Badree,4.0,9,4,1,16,6.0,MI,M. Chinnaswamy Stadium,14 April 2017
1343,Krunal Pandya,4.0,14,3,0,16,8.0,GL,Saurashtra Cricket Association Stadium,29 April 2017
1344,Shardul Thakur,4.0,19,3,0,16,8.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
1345,Chris Morris,4.0,21,3,0,16,8.0,RCB,M. Chinnaswamy Stadium,08 April 2017
1346,Glenn Maxwell,4.0,12,1,0,15,24.0,DC,IS Bindra Stadium,30 April 2017
1347,Mohammad Nabi,4.0,13,1,0,15,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
1348,Washington Sundar,4.0,13,0,0,15,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
1349,Harbhajan Singh,4.0,22,3,0,15,8.0,DC,Arun Jaitley Stadium,06 May 2017
1350,Sandeep Sharma,4.0,22,3,0,15,8.0,RCB,M. Chinnaswamy Stadium,05 May 2017
1351,Sandeep Sharma,4.0,26,1,0,15,24.0,RCB,Holkar Cricket Stadium,10 April 2017
1352,Jaydev Unadkat,4.0,28,2,1,15,12.0,KKR,Eden Gardens,03 May 2017
1353,Jasprit Bumrah,3.0,7,3,1,14,6.0,KKR,M. Chinnaswamy Stadium,19 May 2017
1354,Jaydev Unadkat,3.0,12,2,1,14,9.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
1355,Bhuvneshwar Kumar,4.0,19,5,0,14,4.8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1356,Sunil Narine,4.0,19,1,0,14,24.0,PBKS,Eden Gardens,13 April 2017
1357,Sandeep Sharma,4.0,20,4,0,14,6.0,DC,IS Bindra Stadium,30 April 2017
1358,Harbhajan Singh,4.0,23,2,0,14,12.0,SRH,Wankhede Stadium,12 April 2017
1359,Mitchell Johnson,4.0,23,0,1,14,0.0,DC,Wankhede Stadium,22 April 2017
1360,Karn Sharma,3.4,11,3,0,13,7.33,DC,Arun Jaitley Stadium,06 May 2017
1361,Axar Patel,4.0,12,1,0,13,24.0,RCB,Holkar Cricket Stadium,10 April 2017
1362,Washington Sundar,4.0,16,3,0,13,8.0,MI,Wankhede Stadium,16 May 2017
1363,Ankit Soni,4.0,16,1,0,13,24.0,MI,Saurashtra Cricket Association Stadium,29 April 2017
1364,Aniket Choudhary,4.0,17,2,1,13,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2017
1365,Chris Woakes,4.0,18,3,0,13,8.0,RPS,Eden Gardens,03 May 2017
1366,Amit Mishra,4.0,18,2,1,13,12.0,MI,Wankhede Stadium,22 April 2017
1367,Sunil Narine,4.0,20,0,0,13,0.0,SRH,M. Chinnaswamy Stadium,17 May 2017
1368,Sunil Narine,4.0,21,0,0,13,0.0,MI,M. Chinnaswamy Stadium,19 May 2017
1369,Praveen Kumar,4.0,22,2,0,13,12.0,SRH,Green Park,13 May 2017
1370,Mitchell Johnson,4.0,28,2,0,13,12.0,KKR,M. Chinnaswamy Stadium,19 May 2017
1371,Varun Aaron,4.0,28,0,0,13,0.0,RCB,M. Chinnaswamy Stadium,05 May 2017
1372,Tymal Mills,4.0,31,2,0,13,12.0,KKR,Eden Gardens,23 April 2017
1373,Ankit Rajpoot,4.0,37,3,0,13,8.0,MI,Wankhede Stadium,09 April 2017
1374,Andrew Tye,4.0,12,3,0,12,8.0,RCB,M. Chinnaswamy Stadium,27 April 2017
1375,Shahbaz Nadeem,4.0,13,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,08 April 2017
1376,Ben Stokes,3.0,10,0,0,12,0.0,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
1377,Rashid Khan,4.0,16,1,0,12,24.0,PBKS,IS Bindra Stadium,28 April 2017
1378,Ankit Soni,4.0,16,0,0,12,0.0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
