,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0
0,Laxmi Ratan Shukla,0.5,6,3,1.66,DC,Eden Gardens,13 May 2008,
1,James Hopes,1.0,2,2,3.0,DC,Arun Jaitley Stadium,17 May 2008,
2,Sohail Tanvir,4.0,14,6,4.0,CSK,Sawai Mansingh Stadium,04 May 2008,
3,Shoaib Akhtar,3.0,11,4,4.5,DC,Eden Gardens,13 May 2008,
4,Amit Mishra,4.0,17,5,4.8,DEC,Arun Jaitley Stadium,15 May 2008,
5,Lakshmipathy Balaji,4.0,24,5,4.8,PBKS,Chidambaram,10 May 2008,
6,Yo Mahesh,4.0,36,4,6.0,MI,Arun Jaitley Stadium,24 May 2008,
7,Sohail Tanvir,4.0,14,4,6.0,MI,Sawai Mansingh Stadium,26 May 2008,
8,Dilhara Fernando,4.0,18,4,6.0,RCB,M. Chinnaswamy Stadium,28 May 2008,
9,Umar Gul,4.0,23,4,6.0,PBKS,Eden Gardens,25 May 2008,
10,Makhaya Ntini,4.0,21,4,6.0,KKR,Eden Gardens,18 May 2008,
11,Glenn McGrath,4.0,29,4,6.0,RCB,Arun Jaitley Stadium,30 April 2008,
12,Albie Morkel,4.0,32,4,6.0,RCB,Chidambaram,21 May 2008,
13,Shane Watson,3.0,10,3,6.0,DC,Wankhede Stadium,30 May 2008,
14,Ashish Nehra,3.0,13,3,6.0,RR,DY Patil Stadium,07 May 2008,
15,Yuvraj Singh,2.0,12,2,6.0,MI,Wankhede Stadium,21 May 2008,
16,Ramesh Powar,2.0,22,2,6.0,DC,Arun Jaitley Stadium,17 May 2008,
17,Pragyan Ojha,2.0,19,2,6.0,DC,Arun Jaitley Stadium,15 May 2008,
18,Ajit Agarkar,2.0,19,2,6.0,DEC,Eden Gardens,20 April 2008,
19,Yusuf Pathan,2.0,20,2,6.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008,
20,Dwayne Bravo,2.2,12,2,7.0,RR,DY Patil Stadium,07 May 2008,
21,Rohan Raje,2.2,16,2,7.0,KKR,Wankhede Stadium,16 May 2008,
22,Murali Kartik,3.4,17,3,7.33,DEC,Eden Gardens,20 April 2008,
23,Piyush Chawla,4.0,28,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008,
24,Praveen Kumar,4.0,23,3,8.0,DEC,M. Chinnaswamy Stadium,03 May 2008,
25,Ajit Agarkar,4.0,25,3,8.0,RCB,M. Chinnaswamy Stadium,18 April 2008,
26,Sohail Tanvir,4.0,26,3,8.0,KKR,Eden Gardens,20 May 2008,
27,Vinay Kumar,4.0,27,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008,
28,Yo Mahesh,4.0,33,3,8.0,MI,DY Patil Stadium,04 May 2008,
29,Shahid Afridi,4.0,28,3,8.0,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008,
30,Anil Kumble,4.0,14,3,8.0,CSK,Chidambaram,21 May 2008,
31,Munaf Patel,4.0,17,3,8.0,DC,Wankhede Stadium,30 May 2008,
32,Yusuf Pathan,4.0,22,3,8.0,CSK,DY Patil Stadium,01 June 2008,
33,Dwayne Bravo,4.0,24,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,
34,Zaheer Khan,4.0,38,3,8.0,CSK,M. Chinnaswamy Stadium,28 April 2008,
35,Dwayne Smith,4.0,26,3,8.0,RCB,M. Chinnaswamy Stadium,28 May 2008,
36,Shane Warne,4.0,19,3,8.0,PBKS,Sawai Mansingh Stadium,21 April 2008,
37,Piyush Chawla,4.0,35,3,8.0,RR,IS Bindra Stadium,28 May 2008,
38,Ashok Dinda,4.0,33,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008,
39,Harbhajan Singh,4.0,32,3,8.0,PBKS,IS Bindra Stadium,25 April 2008,
40,Ashish Nehra,4.0,25,3,8.0,DC,DY Patil Stadium,04 May 2008,
41,Sanath Jayasuriya,4.0,14,3,8.0,KKR,Eden Gardens,29 April 2008,
42,Shane Warne,4.0,23,3,8.0,RCB,Sawai Mansingh Stadium,17 May 2008,
43,Jacob Oram,4.0,32,3,8.0,KKR,Chidambaram,26 April 2008,
44,Piyush Chawla,4.0,25,3,8.0,RCB,M. Chinnaswamy Stadium,05 May 2008,
45,MF Maharoof,4.0,34,3,8.0,RR,Wankhede Stadium,30 May 2008,
46,Sohail Tanvir,4.0,10,3,8.0,RCB,Sawai Mansingh Stadium,17 May 2008,
47,RP Singh,4.0,41,3,8.0,RCB,M. Chinnaswamy Stadium,03 May 2008,
48,Dhawal Kulkarni,4.0,33,3,8.0,CSK,Wankhede Stadium,14 May 2008,
49,Manpreet Gony,4.0,34,3,8.0,RCB,M. Chinnaswamy Stadium,28 April 2008,
50,Sohail Tanvir,4.0,33,3,8.0,CSK,Chidambaram,24 May 2008,
51,Umar Gul,4.0,31,3,8.0,RR,Sawai Mansingh Stadium,01 May 2008,
52,Shaun Pollock,4.0,12,3,8.0,KKR,Wankhede Stadium,16 May 2008,
53,Dale Steyn,4.0,27,3,8.0,KKR,Eden Gardens,08 May 2008,
54,Shanthakumaran Sreesanth,4.0,29,3,8.0,RCB,IS Bindra Stadium,12 May 2008,
55,Vikram Singh,4.0,29,3,8.0,DC,IS Bindra Stadium,27 April 2008,
56,RP Singh,4.0,35,3,8.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,
57,Amit Mishra,2.5,27,2,8.5,RR,Sawai Mansingh Stadium,11 May 2008,
58,Dhawal Kulkarni,2.5,18,2,8.5,DC,DY Patil Stadium,04 May 2008,
59,Dwayne Smith,3.0,22,2,9.0,DC,Arun Jaitley Stadium,24 May 2008,
60,Dominic Thornely,3.0,7,2,9.0,KKR,Wankhede Stadium,16 May 2008,
61,Chaminda Vaas,3.0,9,2,9.0,KKR,Eden Gardens,20 April 2008,
62,James Hopes,3.0,29,2,9.0,RR,IS Bindra Stadium,28 May 2008,
63,Ashish Nehra,3.0,22,2,9.0,PBKS,IS Bindra Stadium,25 April 2008,
64,Dwayne Bravo,3.0,13,2,9.0,KKR,Wankhede Stadium,16 May 2008,
65,Munaf Patel,3.0,20,2,9.0,RCB,M. Chinnaswamy Stadium,26 April 2008,
66,RP Singh,3.0,12,2,9.0,CSK,Chidambaram,06 May 2008,
67,Rohan Raje,3.0,19,2,9.0,RR,DY Patil Stadium,07 May 2008,
68,Dhawal Kulkarni,3.0,21,2,9.0,RR,DY Patil Stadium,07 May 2008,
69,Balachandra Akhil,3.0,17,2,9.0,MI,Wankhede Stadium,20 April 2008,
70,Venugopal Rao,3.0,25,2,9.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,
71,Musavir Khote,3.0,29,2,9.0,CSK,Chidambaram,23 April 2008,
72,Shane Watson,3.1,22,2,9.5,KKR,Sawai Mansingh Stadium,01 May 2008,
73,Umar Gul,3.3,30,2,10.5,RR,Eden Gardens,20 May 2008,
74,Joginder Sharma,3.4,27,2,11.0,RCB,M. Chinnaswamy Stadium,28 April 2008,
75,Virat Kohli,3.4,25,2,11.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008,
76,Irfan Pathan,4.0,19,2,12.0,MI,IS Bindra Stadium,25 April 2008,
77,RP Singh,4.0,15,2,12.0,MI,DY Patil Stadium,27 April 2008,
78,Munaf Patel,4.0,16,2,12.0,CSK,Sawai Mansingh Stadium,04 May 2008,
79,Muttiah Muralitharan,4.0,40,2,12.0,MI,Chidambaram,23 April 2008,
80,Vikram Singh,4.0,28,2,12.0,KKR,Eden Gardens,25 May 2008,
81,Albie Morkel,4.0,35,2,12.0,DC,Arun Jaitley Stadium,08 May 2008,
82,Manpreet Gony,4.0,14,2,12.0,PBKS,Wankhede Stadium,31 May 2008,
83,Yo Mahesh,4.0,34,2,12.0,KKR,Eden Gardens,13 May 2008,
84,Praveen Kumar,4.0,22,2,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2008,
85,Shaun Pollock,4.0,27,2,12.0,KKR,Eden Gardens,29 April 2008,
86,Munaf Patel,4.0,21,2,12.0,RCB,Sawai Mansingh Stadium,17 May 2008,
87,Harbhajan Singh,4.0,36,2,12.0,RCB,Wankhede Stadium,20 April 2008,
88,Sohail Tanvir,4.0,30,2,12.0,KKR,Sawai Mansingh Stadium,01 May 2008,
89,Mohammad Asif,4.0,39,2,12.0,PBKS,IS Bindra Stadium,27 April 2008,
90,Shane Warne,4.0,20,2,12.0,DEC,Sawai Mansingh Stadium,09 May 2008,
91,Shanthakumaran Sreesanth,4.0,31,2,12.0,MI,IS Bindra Stadium,25 April 2008,
92,Joginder Sharma,4.0,29,2,12.0,MI,Chidambaram,23 April 2008,
93,Pragyan Ojha,4.0,30,2,12.0,PBKS,IS Bindra Stadium,23 May 2008,
94,Shanthakumaran Sreesanth,4.0,33,2,12.0,KKR,Eden Gardens,25 May 2008,
95,Lakshmipathy Balaji,4.0,35,2,12.0,DC,Arun Jaitley Stadium,08 May 2008,
96,MF Maharoof,4.0,11,2,12.0,RR,Arun Jaitley Stadium,19 April 2008,
97,Albie Morkel,4.0,27,2,12.0,PBKS,Wankhede Stadium,31 May 2008,
98,Irfan Pathan,4.0,30,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008,
99,Umar Gul,4.0,27,2,12.0,PBKS,IS Bindra Stadium,03 May 2008,
100,Dale Steyn,4.0,19,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008,
101,MF Maharoof,4.0,36,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,
102,Dale Steyn,4.0,28,2,12.0,CSK,Chidambaram,21 May 2008,
103,Albie Morkel,4.0,25,2,12.0,RR,DY Patil Stadium,01 June 2008,
104,Siddharth Trivedi,4.0,31,2,12.0,KKR,Sawai Mansingh Stadium,01 May 2008,
105,Pragyan Ojha,4.0,28,2,12.0,RCB,M. Chinnaswamy Stadium,03 May 2008,
106,Dwayne Bravo,4.0,37,2,12.0,CSK,Wankhede Stadium,14 May 2008,
107,Irfan Pathan,4.0,47,2,12.0,CSK,IS Bindra Stadium,19 April 2008,
108,Dilhara Fernando,4.0,38,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,
109,Dimitri Mascarenhas,4.0,29,2,12.0,DC,Sawai Mansingh Stadium,11 May 2008,
110,Albie Morkel,4.0,35,2,12.0,RR,Chidambaram,24 May 2008,
111,Jacques Kallis,4.0,39,2,12.0,DC,Arun Jaitley Stadium,30 April 2008,
112,Yo Mahesh,4.0,40,2,12.0,CSK,Arun Jaitley Stadium,08 May 2008,
113,Rajat Bhatia,4.0,17,2,12.0,RR,Arun Jaitley Stadium,19 April 2008,
114,Irfan Pathan,4.0,18,2,12.0,KKR,IS Bindra Stadium,03 May 2008,
115,Siddharth Trivedi,4.0,25,2,12.0,PBKS,Sawai Mansingh Stadium,21 April 2008,
116,MF Maharoof,4.0,13,2,12.0,RCB,M. Chinnaswamy Stadium,19 May 2008,
117,Shane Watson,4.0,20,2,12.0,RCB,M. Chinnaswamy Stadium,26 April 2008,
118,Sourav Ganguly,4.0,25,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008,
119,Shahid Afridi,4.0,23,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,
120,Dhawal Kulkarni,4.0,37,2,12.0,PBKS,IS Bindra Stadium,25 April 2008,
121,Shahid Afridi,4.0,32,2,12.0,MI,DY Patil Stadium,27 April 2008,
122,Shaun Pollock,4.0,16,2,12.0,DC,DY Patil Stadium,04 May 2008,
123,Mohammad Asif,4.0,19,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,
124,Siddharth Chitnis,4.0,40,2,12.0,PBKS,Wankhede Stadium,21 May 2008,
125,Shane Warne,4.0,21,2,12.0,DC,Wankhede Stadium,30 May 2008,
126,Muttiah Muralitharan,4.0,39,2,12.0,RR,DY Patil Stadium,01 June 2008,
127,Albie Morkel,4.0,37,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008,
128,Ishant Sharma,4.0,9,2,12.0,RCB,M. Chinnaswamy Stadium,18 April 2008,
129,Manpreet Gony,4.0,40,2,12.0,KKR,Chidambaram,26 April 2008,
130,Shanthakumaran Sreesanth,4.0,16,2,12.0,RCB,M. Chinnaswamy Stadium,05 May 2008,
131,Shane Watson,4.0,21,2,12.0,DC,Sawai Mansingh Stadium,11 May 2008,
132,Pradeep Sangwan,4.0,29,2,12.0,CSK,Arun Jaitley Stadium,08 May 2008,
133,Manpreet Gony,4.0,11,2,12.0,RCB,Chidambaram,21 May 2008,
134,Yo Mahesh,4.0,50,2,12.0,RR,Wankhede Stadium,30 May 2008,
135,Siddharth Trivedi,4.0,31,2,12.0,MI,Sawai Mansingh Stadium,26 May 2008,
136,Shanthakumaran Sreesanth,4.0,25,2,12.0,KKR,IS Bindra Stadium,03 May 2008,
137,Piyush Chawla,4.0,33,2,12.0,RCB,IS Bindra Stadium,12 May 2008,
138,Glenn McGrath,4.0,15,2,12.0,RCB,M. Chinnaswamy Stadium,19 May 2008,
139,Irfan Pathan,4.0,26,2,12.0,DC,IS Bindra Stadium,27 April 2008,
140,MF Maharoof,4.0,39,2,12.0,DEC,Arun Jaitley Stadium,15 May 2008,
141,Shanthakumaran Sreesanth,4.0,29,2,12.0,CSK,Chidambaram,10 May 2008,
142,Piyush Chawla,4.0,16,2,12.0,MI,IS Bindra Stadium,25 April 2008,
143,Sanjay Bangar,4.0,34,2,12.0,MI,DY Patil Stadium,27 April 2008,
144,Rajat Bhatia,4.0,27,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,
145,Shanthakumaran Sreesanth,4.0,35,2,12.0,MI,Wankhede Stadium,21 May 2008,
146,Piyush Chawla,4.0,36,2,12.0,KKR,Eden Gardens,25 May 2008,
147,Shane Watson,4.0,26,2,12.0,MI,DY Patil Stadium,07 May 2008,
148,Pragyan Ojha,4.0,18,2,12.0,KKR,Eden Gardens,20 April 2008,
149,Makhaya Ntini,4.0,23,2,12.0,PBKS,Wankhede Stadium,31 May 2008,
150,Rohit Sharma,2.0,6,4,3.0,MI,Supersport Park,06 May 2009,
151,Sanath Jayasuriya,1.0,3,2,3.0,RR,Kingsmead,14 May 2009,
152,Anil Kumble,3.1,5,5,3.8,RR,Newlands,18 April 2009,
153,Lasith Malinga,2.2,11,3,4.66,KKR,St George's Park,27 April 2009,
154,Jacob Oram,1.4,12,2,5.0,RCB,Kingsmead,14 May 2009,
155,Lakshmipathy Balaji,3.3,21,4,5.25,RR,Supersport Park,30 April 2009,
156,RP Singh,3.4,22,4,5.5,KKR,Newlands,19 April 2009,
157,Shadab Jakati,4.0,22,4,6.0,DEC,Buffalo Park,04 May 2009,
158,Harbhajan Singh,4.0,17,4,6.0,DC,Supersport Park,21 May 2009,
159,Amit Singh,4.0,19,4,6.0,RCB,Supersport Park,07 May 2009,
160,Anil Kumble,4.0,16,4,6.0,DEC,New Wanderers Stadium,24 May 2009,
161,Shadab Jakati,4.0,24,4,6.0,DC,New Wanderers Stadium,02 May 2009,
162,Yusuf Abdulla,4.0,31,4,6.0,RCB,Kingsmead,24 April 2009,
163,Yusuf Abdulla,4.0,36,4,6.0,RCB,Kingsmead,01 May 2009,
164,Abhishek Nayar,3.0,13,3,6.0,KKR,St George's Park,27 April 2009,
165,Rohit Sharma,3.0,12,3,6.0,RR,De Beers Diamond Oval,11 May 2009,
166,Ramesh Powar,2.0,11,2,6.0,DEC,New Wanderers Stadium,17 May 2009,
167,Pragyan Ojha,2.0,11,2,6.0,CSK,Kingsmead,27 April 2009,
168,Rohit Sharma,2.0,12,2,6.0,PBKS,De Beers Diamond Oval,09 May 2009,
169,Venugopal Rao,2.0,23,2,6.0,RR,St George's Park,02 May 2009,
170,Lakshmipathy Balaji,2.2,18,2,7.0,RCB,St George's Park,20 April 2009,
171,Charl Langeveldt,4.0,15,3,8.0,RR,Kingsmead,20 May 2009,
172,Zaheer Khan,4.0,31,3,8.0,KKR,Buffalo Park,01 May 2009,
173,Shane Warne,4.0,24,3,8.0,MI,Kingsmead,14 May 2009,
174,Lasith Malinga,4.0,19,3,8.0,DEC,Kingsmead,25 April 2009,
175,Dimitri Mascarenhas,4.0,20,3,8.0,RCB,Newlands,18 April 2009,
176,Yuvraj Singh,4.0,22,3,8.0,RCB,Kingsmead,01 May 2009,
177,Scott Styris,4.0,32,3,8.0,RCB,Newlands,22 April 2009,
178,Pragyan Ojha,4.0,21,3,8.0,MI,Kingsmead,25 April 2009,
179,Brad Hodge,4.0,29,3,8.0,RCB,Kingsmead,29 April 2009,
180,Kamran Khan,4.0,18,3,8.0,KKR,Newlands,23 April 2009,
181,Praveen Kumar,4.0,30,3,8.0,DC,New Wanderers Stadium,19 May 2009,
182,Brett Lee,4.0,15,3,8.0,DC,OUTsurance Oval,15 May 2009,
183,Ryan Harris,4.0,27,3,8.0,DC,Supersport Park,22 May 2009,
184,Yusuf Pathan,4.0,34,3,8.0,DEC,De Beers Diamond Oval,11 May 2009,
185,Ravindra Jadeja,4.0,15,3,8.0,RCB,Supersport Park,07 May 2009,
186,Yuvraj Singh,4.0,13,3,8.0,DEC,New Wanderers Stadium,17 May 2009,
187,Lakshmipathy Balaji,4.0,19,3,8.0,DC,Kingsmead,23 April 2009,
188,Lasith Malinga,4.0,15,3,8.0,CSK,Newlands,18 April 2009,
189,Yusuf Abdulla,4.0,21,3,8.0,RR,Newlands,26 April 2009,
190,Irfan Pathan,4.0,35,3,8.0,RCB,Kingsmead,24 April 2009,
191,Muttiah Muralitharan,4.0,11,3,8.0,RCB,St George's Park,20 April 2009,
192,Dillon du Preez,4.0,32,3,8.0,MI,New Wanderers Stadium,03 May 2009,
193,Laxmi Ratan Shukla,4.0,25,3,8.0,MI,St George's Park,27 April 2009,
194,Amit Mishra,4.0,14,3,8.0,KKR,New Wanderers Stadium,10 May 2009,
195,Dwayne Bravo,4.0,34,3,8.0,DEC,Kingsmead,25 April 2009,
196,Amit Mishra,4.0,33,3,8.0,RR,OUTsurance Oval,17 May 2009,
197,RP Singh,4.0,26,3,8.0,PBKS,New Wanderers Stadium,17 May 2009,
198,Amit Mishra,4.0,19,3,8.0,DEC,Supersport Park,22 May 2009,
199,Amit Singh,4.0,9,3,8.0,PBKS,Kingsmead,05 May 2009,
200,Pragyan Ojha,4.0,28,3,8.0,RCB,New Wanderers Stadium,24 May 2009,
201,Amit Mishra,4.1,34,3,8.33,RR,Supersport Park,28 April 2009,
202,Irfan Pathan,3.0,29,2,9.0,DEC,New Wanderers Stadium,17 May 2009,
203,Shane Warne,3.0,38,2,9.0,PBKS,Kingsmead,05 May 2009,
204,Praveen Kumar,3.0,7,2,9.0,RR,Newlands,18 April 2009,
205,Andrew Symonds,3.0,18,2,9.0,RCB,New Wanderers Stadium,24 May 2009,
206,Yusuf Pathan,3.0,17,2,9.0,CSK,Supersport Park,30 April 2009,
207,Vinay Kumar,3.0,30,2,9.0,CSK,Kingsmead,14 May 2009,
208,Muttiah Muralitharan,3.0,11,2,9.0,DEC,Buffalo Park,04 May 2009,
209,Munaf Patel,3.0,25,2,9.0,RCB,Newlands,18 April 2009,
210,Albie Morkel,3.0,24,2,9.0,DEC,Buffalo Park,04 May 2009,
211,Shoaib Ahmed,3.0,25,2,9.0,PBKS,De Beers Diamond Oval,09 May 2009,
212,Roelof van der Merwe,3.0,22,2,9.0,PBKS,Kingsmead,01 May 2009,
213,Sudeep Tyagi,3.0,18,2,9.0,DC,New Wanderers Stadium,02 May 2009,
214,Dwayne Bravo,3.0,31,2,9.0,KKR,St George's Park,27 April 2009,
215,Munaf Patel,3.5,22,2,11.5,MI,Kingsmead,14 May 2009,
216,Munaf Patel,4.0,24,2,12.0,PBKS,Newlands,26 April 2009,
217,Shane Harwood,4.0,25,2,12.0,DEC,St George's Park,02 May 2009,
218,Anil Kumble,4.0,12,2,12.0,CSK,Kingsmead,14 May 2009,
219,Ishant Sharma,4.0,15,2,12.0,RCB,Kingsmead,29 April 2009,
220,Vinay Kumar,4.0,38,2,12.0,CSK,New Wanderers Stadium,23 May 2009,
221,Munaf Patel,4.0,14,2,12.0,DC,Supersport Park,28 April 2009,
222,Shanthakumaran Sreesanth,4.0,23,2,12.0,CSK,Kingsmead,20 May 2009,
223,Chaminda Vaas,4.0,19,2,12.0,RR,De Beers Diamond Oval,11 May 2009,
224,Pankaj Singh,4.0,31,2,12.0,DC,St George's Park,26 April 2009,
225,Shadab Jakati,4.0,35,2,12.0,RR,De Beers Diamond Oval,09 May 2009,
226,Ajantha Mendis,4.0,19,2,12.0,RR,Newlands,23 April 2009,
227,Ishant Sharma,4.0,27,2,12.0,PBKS,St George's Park,03 May 2009,
228,Pragyan Ojha,4.0,26,2,12.0,DC,Kingsmead,13 May 2009,
229,Anil Kumble,4.0,24,2,12.0,DC,New Wanderers Stadium,19 May 2009,
230,Shanthakumaran Sreesanth,4.0,20,2,12.0,DC,OUTsurance Oval,15 May 2009,
231,Ishant Sharma,4.0,23,2,12.0,DC,New Wanderers Stadium,10 May 2009,
232,Piyush Chawla,4.0,22,2,12.0,RR,Newlands,26 April 2009,
233,Ajit Agarkar,4.0,15,2,12.0,RR,Kingsmead,20 May 2009,
234,Siddharth Trivedi,4.0,19,2,12.0,MI,Kingsmead,14 May 2009,
235,RP Singh,4.0,18,2,12.0,RR,St George's Park,02 May 2009,
236,Harbhajan Singh,4.0,15,2,12.0,RCB,St George's Park,10 May 2009,
237,Shoaib Ahmed,4.0,20,2,12.0,DC,Supersport Park,30 April 2009,
238,Shane Warne,4.0,32,2,12.0,DC,Supersport Park,28 April 2009,
239,Thilan Thushara,4.0,28,2,12.0,PBKS,Kingsmead,20 May 2009,
240,Lasith Malinga,4.0,12,2,12.0,PBKS,Kingsmead,29 April 2009,
241,Vinay Kumar,4.0,33,2,12.0,KKR,Supersport Park,12 May 2009,
242,Pragyan Ojha,4.0,32,2,12.0,RCB,Supersport Park,21 May 2009,
243,Anil Kumble,4.0,25,2,12.0,PBKS,Kingsmead,01 May 2009,
244,RP Singh,4.0,17,2,12.0,RCB,Newlands,22 April 2009,
245,Muttiah Muralitharan,4.0,22,2,12.0,RR,De Beers Diamond Oval,09 May 2009,
246,Ishant Sharma,4.0,27,2,12.0,PBKS,St George's Park,03 May 2009,
247,Chaminda Vaas,4.0,52,2,12.0,DC,Kingsmead,13 May 2009,
248,Manpreet Gony,4.0,32,2,12.0,MI,Newlands,18 April 2009,
249,Irfan Pathan,4.0,26,2,12.0,RR,Newlands,26 April 2009,
250,Munaf Patel,4.0,14,2,12.0,KKR,Kingsmead,20 May 2009,
251,Munaf Patel,4.0,25,2,12.0,CSK,Supersport Park,30 April 2009,
252,RP Singh,4.0,27,2,12.0,MI,Kingsmead,25 April 2009,
253,Praveen Kumar,4.0,37,2,12.0,CSK,St George's Park,20 April 2009,
254,Anureet Singh,4.0,35,2,12.0,RR,Newlands,23 April 2009,
255,Shane Warne,4.0,18,2,12.0,RCB,Newlands,18 April 2009,
256,Suresh Raina,4.0,17,2,12.0,PBKS,Kingsmead,20 May 2009,
257,Irfan Pathan,4.0,20,2,12.0,MI,Kingsmead,29 April 2009,
258,Murali Kartik,4.0,28,2,12.0,RCB,Supersport Park,12 May 2009,
259,Vinay Kumar,4.0,30,2,12.0,DEC,New Wanderers Stadium,24 May 2009,
260,Suresh Raina,4.0,18,2,12.0,DEC,Kingsmead,27 April 2009,
261,Balachandra Akhil,4.0,18,2,12.0,DEC,Supersport Park,21 May 2009,
262,Tirumalasetti Suman,4.0,14,2,12.0,MI,Supersport Park,06 May 2009,
263,Shane Warne,4.0,25,2,12.0,KKR,Newlands,23 April 2009,
264,Scott Styris,4.0,32,2,12.0,KKR,Newlands,19 April 2009,
265,Anil Kumble,4.0,16,2,12.0,KKR,Kingsmead,29 April 2009,
266,Munaf Patel,4.0,39,2,12.0,DC,OUTsurance Oval,17 May 2009,
267,Ryan Harris,4.0,20,2,12.0,KKR,New Wanderers Stadium,16 May 2009,
268,RP Singh,4.0,33,2,12.0,DC,Supersport Park,22 May 2009,
269,Johan Botha,4.0,19,2,12.0,KKR,Kingsmead,20 May 2009,
270,Jacob Oram,4.0,27,2,12.0,RR,Supersport Park,30 April 2009,
271,Ravindra Jadeja,4.0,26,2,12.0,DEC,De Beers Diamond Oval,11 May 2009,
272,Piyush Chawla,4.0,30,2,12.0,RR,Kingsmead,05 May 2009,
273,Irfan Pathan,4.0,19,2,12.0,RCB,Kingsmead,01 May 2009,
274,Albie Morkel,4.0,13,2,12.0,RCB,Kingsmead,14 May 2009,
275,Ishant Sharma,4.0,36,2,12.0,KKR,Newlands,23 April 2009,
276,JP Duminy,4.0,15,2,12.0,PBKS,Supersport Park,12 May 2009,
277,Muttiah Muralitharan,4.0,8,2,12.0,PBKS,Kingsmead,20 May 2009,
278,Yusuf Abdulla,4.0,19,2,12.0,MI,Kingsmead,29 April 2009,
279,Harmeet Singh Bansal,4.0,23,2,12.0,RCB,New Wanderers Stadium,24 May 2009,
280,Kamran Khan,4.0,15,2,12.0,PBKS,Newlands,26 April 2009,
281,Anil Kumble,4.0,23,2,12.0,DEC,Supersport Park,21 May 2009,
282,Praveen Kumar,4.0,27,2,12.0,PBKS,Kingsmead,01 May 2009,
283,RP Singh,4.0,19,2,12.0,MI,Supersport Park,06 May 2009,
284,Jacques Kallis,4.0,18,2,12.0,CSK,Kingsmead,14 May 2009,
285,Pragyan Ojha,4.0,14,2,12.0,KKR,Newlands,19 April 2009,
286,Ishant Sharma,4.0,15,2,12.0,RCB,Kingsmead,29 April 2009,
287,Sanath Jayasuriya,4.0,34,2,12.0,CSK,Newlands,18 April 2009,
288,Dimitri Mascarenhas,4.0,28,2,12.0,DC,Supersport Park,28 April 2009,
289,Irfan Pathan,4.0,32,2,12.0,CSK,Kingsmead,20 May 2009,
290,Albie Morkel,4.0,21,2,12.0,RR,Supersport Park,30 April 2009,
291,Kevin Pietersen,4.0,31,2,12.0,DEC,Newlands,22 April 2009,
292,Ishant Sharma,4.0,36,2,12.0,RR,Newlands,23 April 2009,
293,Piyush Chawla,4.0,27,2,12.0,KKR,St George's Park,03 May 2009,
294,Sourav Ganguly,4.0,24,2,12.0,PBKS,Kingsmead,21 April 2009,
295,Jesse Ryder,4.0,14,2,12.0,RR,Newlands,18 April 2009,
296,Ravichandran Ashwin,4.0,13,2,12.0,PBKS,Kingsmead,20 May 2009,
297,Irfan Pathan,4.0,22,2,12.0,DC,OUTsurance Oval,15 May 2009,
298,Ishant Sharma,4.0,23,2,12.0,KKR,New Wanderers Stadium,10 May 2009,
299,Anil Kumble,3.3,16,4,5.25,DEC,DY Patil Stadium,24 April 2010,
300,Siddharth Trivedi,2.5,16,3,5.66,DEC,Vidarbha Cricket Association Stadium,05 April 2010,
301,Angelo Mathews,4.0,19,4,6.0,RCB,Eden Gardens,14 March 2010,
302,Vinay Kumar,4.0,40,4,6.0,CSK,M. Chinnaswamy Stadium,23 March 2010,
303,Doug Bollinger,4.0,13,4,6.0,DEC,DY Patil Stadium,22 April 2010,
304,Shane Warne,4.0,21,4,6.0,DEC,Vidarbha Cricket Association Stadium,05 April 2010,
305,Lasith Malinga,4.0,22,4,6.0,PBKS,Brabourne Stadium,30 March 2010,
306,Zaheer Khan,3.0,21,3,6.0,DEC,DY Patil Stadium,28 March 2010,
307,Vinay Kumar,3.0,23,3,6.0,KKR,M. Chinnaswamy Stadium,10 April 2010,
308,JM Kemp,3.0,12,3,6.0,KKR,Eden Gardens,16 March 2010,
